title,publisher,YEAR,author keywords,scopusDistributionDate;;;;;;;;;;;;;;;;;;
    COVID-19 Deep Learning Prediction Model Using Publicly Available Radiologist-Adjudicated Chest X-Ray Images as Training Data: Preliminary Findings   ,Hindawi Limited,2020,,2020-12-13;;;;;;;;;;;;;;;;;;
4th International Workshop on Software Foundations for Data Interoperability, SFDI 2020 and 2nd International Workshop on Large Scale Graph Data Analytics, LSGDA 2020, held in Conjunction with VLDB 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
9th International Conference on Health Information Science, HIS 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Understanding automatic COVID-19 classification using chest X-ray images,CEUR-WS,2020,Chest X-ray images; Convolutional Neural Networks; GradCAM,2020-12-24;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
22nd International Conference on Asia-Pacific Digital Libraries, ICADL 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
9th International Congress on Telematics and Computing, WITCOM 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
12th International Conference on Social Informatics, SocInfo 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
33rd Australasian Joint Conference on Artificial Intelligence, AI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
CODS-COMAD 2021 - Proceedings of the 3rd ACM India Joint International Conference on Data Science and Management of Data, 8th ACM IKDD CODS and 26th COMAD,Association for Computing Machinery,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Novel coronavirus forecasting model using nonlinear autoregressive artificial neural network,Science and Engineering Research Support Society,2020,Artificial intelligence; Coronavirus outbreak; Neural network forecasting; Non-linear autoregressive network; Time series prediction,2020-12-24;;;;;;;;;;;;;;
Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
INISTA 2020 - 2020 International Conference on INnovations in Intelligent SysTems and Applications, Proceedings,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Proceedings of the 24th International Database Engineering and Applications Symposium, IDEAS 2020,Association for Computing Machinery,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Human activity recognition using SVM and deep learning,Ubiquity Press,2020,COVID-19; Deep learning; Gabor filter; Human activity recognition; Support vector machine,2020-12-24;;;;;;;;;;;;;;
Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Pandemic analyzer for efficient prediction of COVID-19 in India using machine learning algorithms,Ubiquity Press,20,ARIMA model; Coronavirus; Deep learning; FB prophet model machine learning; Forecasting; Prediction; Web scraping,2020-12-24;;;;;;;;;;;;
Eyebrow Deserves Attention: Upper Periocular Biometrics,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Application of soft computing techniques in the analysis of COVID - 19: A review,Ubiquity Press,2020,Artificial intelligence; Cauchy distribution; COVID-19; Health policies; Internet of things; Machine learning; Soft computing techniques,2020-12-24;;;;;;;;;;;;
Proceedings of the 11th SETN Conference on Artificial Intelligence, SETN 2020,Association for Computing Machinery,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
12th AEIT International Annual Conference, AEIT 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
"Proceedings of the ACM Symposium on Document Engineering, DocEng 2020,""Association for Computing Machinery, Inc"",2020,,2020-12-24";;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computer, Information and Telecommunication Systems, CITS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
2020 International Conference on Computational Intelligence, ICCI 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computing, Communication and Security, ICCCS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
2020 4th International Conference on Multimedia Computing, Networking and Applications, MCNA 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
2020 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
"Artificial intelligence and big data as solutions to COVID-19 [IntelÂ·ligÃ¨ncia artificial i big data per fer front a la COVID-19] [Inteligencia artificial y big data como soluciones frente a la COVID-19],""Universitat de Barcelona, Observatorio de Bioetica y Derecho"",2020,Advanced analytics"; COVID-19; Data representation; Data science; Deep learning; Learning algorithms; Machine learning; Pandemic,2020-12-24;;;;;;;;;;;
2020 Medical Technologies Congress, TIPTEKNO 2020 [TIPTEKNO 2020 - Tip Teknolojileri Kongresi],Institute of Electrical and Electronics Engineers Inc.,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 3,IOP Publishing Ltd,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 4,IOP Publishing Ltd,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 1,IOP Publishing Ltd,2020,,2020-12-24;;;;;;;;;;;;;;;;;;
Laguerre gauss kernel for covid-19 medical decision making from chest tomography,CESER Publications,2021,COVID-19; Deep learning; Information extraction; Kernels for preprocessing; Medical decision making,2020-12-24;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-12-24;;;;;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-12-24;;;;;;;;;;;;;;;;;;
6th International Conference on Advanced Intelligent Systems and Informatics, AISI 2020,Springer Science and Business Media Deutschland GmbH,2021,,2020-12-24;;;;;;;;;;;;;;;;;;
23rd International Conference on Network-Based Information Systems, NBiS 2020,Springer,2021,,2020-12-24;;;;;;;;;;;;;;;;;;
Deep learning applications to combat the dissemination of COVID-19 disease: A review,Verduci Editore s.r.l,2020,AI; Artificial intelligence; Big data; Coronavirus pandemic; COVID-19; Machine learning; SARS-CoV-2,2021-02-13;;;;;;;;;;;;
"The role of artificial intelligence in management of critical COVID-19 patients,""Shahid Beheshti University of Medical Sciences, Anesthesiology Research Center"",2020,Artificial intelligence"; COVID-19; Critical care,2020-09-17;;;;;;;;;;;;;;;;
Segmentation of COVID-19 pneumonia lesions: A deep learning approach,Iran University of Medical Sciences,2020,Artificial intelligence; COVID-19; Deep learning; Pneumonia; Tomography; X-ray,2021-02-05;;;;;;;;;;;;;
9th IAPR TC3 International Workshop on Artificial Neural Networks in Pattern Recognition, ANNPR 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
2nd International Workshop on Thoracic Image Analysis, TIA 2020 Held in Conjunction with Medical Image Computing and Computer-Assisted Intervention Conference, MICCAI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
LSTM Network with reinforced learning in short and medium term warsaw stock market index forecast,EUROSIS,2020,AI-supported simulation; Automated planning; Forecasting; Stock market index; Time series analysis,2021-01-13;;;;;;;;;;;;;;
International Conference on Computer Vision and Graphics, ICCVG 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
XAI.it 2020 - Proceedings of the Italian Workshop on Explainable Artificial Intelligence, co-located with 19th International Conference of the Italian Association for Artificial Intelligence, AIxIA 2020,CEUR-WS -,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
YOLOv3-based mask and face recognition algorithm for individual protection applications,CEUR-WS,2020,Computer vision; Deep learning; Face recognition; Image processing; Mask recognition,2021-01-13;;;;;;;;;;;;;;
IVUS 2020 - Proceedings of the Information Society and University Studies 2020,CEUR-WS,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 2,IOP Publishing Ltd,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
4th International Workshop on Software Foundations for Data Interoperability, SFDI 2020 and 2nd International Workshop on Large Scale Graph Data Analytics, LSGDA 2020, held in Conjunction with VLDB 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
9th International Conference on Health Information Science, HIS 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Understanding automatic COVID-19 classification using chest X-ray images,CEUR-WS,2020,Chest X-ray images; Convolutional Neural Networks; GradCAM,2021-01-13;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
22nd International Conference on Asia-Pacific Digital Libraries, ICADL 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
9th International Congress on Telematics and Computing, WITCOM 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
12th International Conference on Social Informatics, SocInfo 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
33rd Australasian Joint Conference on Artificial Intelligence, AI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
CODS-COMAD 2021 - Proceedings of the 3rd ACM India Joint International Conference on Data Science and Management of Data, 8th ACM IKDD CODS and 26th COMAD,Association for Computing Machinery,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Novel coronavirus forecasting model using nonlinear autoregressive artificial neural network,Science and Engineering Research Support Society,20,Artificial intelligence; Coronavirus outbreak; Neural network forecasting; Non-linear autoregressive network; Time series prediction,2021-01-13;;;;;;;;;;;;;;
Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
INISTA 2020 - 2020 International Conference on INnovations in Intelligent SysTems and Applications, Proceedings,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Proceedings of the 24th International Database Engineering and Applications Symposium, IDEAS 2020,Association for Computing Machinery,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Human activity recognition using SVM and deep learning,Ubiquity Press,2020,COVID-19; Deep learning; Gabor filter; Human activity recognition; Support vector machine,2021-01-13;;;;;;;;;;;;;;
Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Pandemic analyzer for efficient prediction of COVID-19 in India using machine learning algorithms,Ubiquity Press,2020,ARIMA model; Coronavirus; Deep learning; FB prophet model machine learning; Forecasting; Prediction; Web scraping,2021-01-13;;;;;;;;;;;;
Eyebrow Deserves Attention: Upper Periocular Biometrics,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Application of soft computing techniques in the analysis of COVID - 19: A review,Ubiquity Press,2020,Artificial intelligence; Cauchy distribution; COVID-19; Health policies; Internet of things; Machine learning; Soft computing techniques,2021-01-13;;;;;;;;;;;;
Proceedings of the 11th SETN Conference on Artificial Intelligence, SETN 2020,Association for Computing Machinery,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
12th AEIT International Annual Conference, AEIT 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
"Proceedings of the ACM Symposium on Document Engineering, DocEng 2020,""Association for Computing Machinery, Inc"",2020,,2021-01-13";;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computer, Information and Telecommunication Systems, CITS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
2020 International Conference on Computational Intelligence, ICCI 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computing, Communication and Security, ICCCS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
2020 4th International Conference on Multimedia Computing, Networking and Applications, MCNA 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-13;;;;;;;;;;;;;;;;;;
